megnevezes,irsz
Pécs - Avar - utca - az egész utca irányítószáma,7627
Pécs - B. - utca - Vasas - az egész utca irányítószáma,7691
Pécs - BabitsMihály - utca - az egész utca irányítószáma,7625
Pécs - BacsóBéla - utca - az egész utca irányítószáma,7622
Pécs - Bagoly - dûlõ - az egész utca irányítószáma,7635
Pécs - Bajcsy - Zsilinszky - utca - az egész utca irányítószáma,7622
Pécs - Bajmi - dûlõ - az egész utca irányítószáma,7634
Pécs - Bajmi - köz - az egész utca irányítószáma,7634
Pécs - Bajmi - tetõ - dûlõ - az egész utca irányítószáma,7634
Pécs - Bajnok - utca - az egész utca irányítószáma,7623
Pécs - Bajor - utca - az egész utca irányítószáma,7630
Pécs - Bakterkert - dûlõ - az egész utca irányítószáma,7634
Pécs - BalassaBálint - utca - az egész utca irányítószáma,7629
Pécs - Bálics - dûlõ - az egész utca irányítószáma,7635
Pécs - Bálicsi - út - 2 - 20,7624
Pécs - Bálicsi - út - 1 - 27,7624
Pécs - Bálicsi - út - 29 - 99,7635
Pécs - Bálicsi - út - 20 - a - 104,7635
Pécs - Bálics - tetõ - dûlõ - az egész utca irányítószáma,7635
Pécs - Baltika - utca - az egész utca irányítószáma,7628
Pécs - BánkiDonát - út - az egész utca irányítószáma,7633
Pécs - Bánom - köz - az egész utca irányítószáma,7627
Pécs - Bánomi - út - az egész utca irányítószáma,7627
Pécs - Bánya - utca - az egész utca irányítószáma,7628
Pécs - Bányász - utca - az egész utca irányítószáma,7627
Pécs - Bányászlámpa - utca - az egész utca irányítószáma,7691
Pécs - Bányászvértanúk - útja - az egész utca irányítószáma,7628
Pécs - Bányavasút - utca - az egész utca irányítószáma,7630
Pécs - Barackos - köz - az egész utca irányítószáma,7635
Pécs - Barackos - út - az egész utca irányítószáma,7635
Pécs - Barackvirág - utca - az egész utca irányítószáma,7624
Pécs - Bárány - út - az egész utca irányítószáma,7624
Pécs - Bárány - tetõ - az egész utca irányítószáma,7635
Pécs - Baranya - utca - az egész utca irányítószáma,7634
Pécs - Baranyavár - utca - az egész utca irányítószáma,7630
Pécs - Barát - köz - Vasas - az egész utca irányítószáma,7691
Pécs - Barátság - utca - az egész utca irányítószáma,7628
Pécs - Barátúr - utca - az egész utca irányítószáma,7625
Pécs - Barázda - köz - az egész utca irányítószáma,7630
Pécs - Barázda - utca - az egész utca irányítószáma,7630
Pécs - Barbakán - kert - az egész utca irányítószáma,7621
Pécs - Barbakán - tér - az egész utca irányítószáma,7624
Pécs - BarényiBéla - utca - az egész utca irányítószáma,7636
Pécs - Barka - utca - az egész utca irányítószáma,7631
Pécs - Bártfa - utca - az egész utca irányítószáma,7627
Pécs - BartókBéla - utca - az egész utca irányítószáma,7624
Pécs - Basamalom - dûlõ - az egész utca irányítószáma,7630
Pécs - Basamalom - út - az egész utca irányítószáma,7630
Pécs - Bástya - utca - az egész utca irányítószáma,7621
Pécs - Báthory - utca - az egész utca irányítószáma,7624
Pécs - Batifejtõ - utca - az egész utca irányítószáma,7634
Pécs - Batsányi - utca - az egész utca irányítószáma,7624
Pécs - Batthyány - utca - az egész utca irányítószáma,7622
Pécs - Bázis - köz - az egész utca irányítószáma,7634
Pécs - Bázis - út - az egész utca irányítószáma,7634
Pécs - Bazsarózsa - utca - az egész utca irányítószáma,7627
Pécs - Béke - utca - az egész utca irányítószáma,7632
Pécs - Béla - utca - az egész utca irányítószáma,7626
Pécs - BenczeJózsef - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Benczúr - utca - az egész utca irányítószáma,7634
Pécs - Benke - dûlõ - az egész utca irányítószáma,7636
Pécs - Bercsényi - utca - az egész utca irányítószáma,7621
Pécs - Berek - utca - az egész utca irányítószáma,7632
Pécs - Berek - sétány - az egész utca irányítószáma,7632
Pécs - BériBaloghÁdám - utca - az egész utca irányítószáma,7626
Pécs - Berkenyés - utca - Vasas - az egész utca irányítószáma,7691
Pécs - BerzeNagyJános - utca - az egész utca irányítószáma,7633
Pécs - BerzsenyiDániel - utca - az egész utca irányítószáma,7632
Pécs - Besenyõ - utca - az egész utca irányítószáma,7627
Pécs - Bessenyei - utca - az egész utca irányítószáma,7625
Pécs - BethlenGábor - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Bíbic - dûlõ - az egész utca irányítószáma,7634
Pécs - BihariJános - utca - az egész utca irányítószáma,7633
Pécs - Bimbó - utca - az egész utca irányítószáma,7632
Pécs - BittnerAlajos - út - az egész utca irányítószáma,7627
Pécs - BlahaLujza - utca - az egész utca irányítószáma,7627
Pécs - Bóbita - utca - az egész utca irányítószáma,7630
Pécs - Bocskai - utca - az egész utca irányítószáma,7629
Pécs - Bocskor - dûlõ - az egész utca irányítószáma,7635
Pécs - Bodormán - út - Hird - az egész utca irányítószáma,7693
Pécs - Bodzás - köz - az egész utca irányítószáma,7635
Pécs - Bogádi - út - az egész utca irányítószáma,7628
Pécs - Bogáncs - dûlõ - az egész utca irányítószáma,7691
Pécs - Bogár - utca - az egész utca irányítószáma,7632
Pécs - Bogár - dûlõ - az egész utca irányítószáma,7634
Pécs - Boglárka - utca - az egész utca irányítószáma,7630
Pécs - Bojtár - út - az egész utca irányítószáma,7631
Pécs - Bokály - dûlõ - az egész utca irányítószáma,7635
Pécs - BókaiJános - utca - az egész utca irányítószáma,7632
Pécs - Bokor - utca - az egész utca irányítószáma,7627
Pécs - Bokréta - utca - az egész utca irányítószáma,7632
Pécs - Boldizsár - utca - az egész utca irányítószáma,7625
Pécs - Boldogasszony - völgy - az egész utca irányítószáma,7634
Pécs - BoldogÖzséb - utca - az egész utca irányítószáma,7632
Pécs - Bolgár - köz - az egész utca irányítószáma,7634
Pécs - Boltív - köz - az egész utca irányítószáma,7621
Pécs - BolyaiFarkas - utca - az egész utca irányítószáma,7632
Pécs - Bolygó - utca - az egész utca irányítószáma,7623
Pécs - Bor - utca - az egész utca irányítószáma,7630
Pécs - Borász - dûlõ - az egész utca irányítószáma,7691
Pécs - Borbálatelep - az egész utca irányítószáma,7627
Pécs - Bormérõ - dûlõ - az egész utca irányítószáma,7691
Pécs - BornemisszaGergely - utca - az egész utca irányítószáma,7624
Pécs - Boróka - dûlõ - az egész utca irányítószáma,7634
Pécs - Boros - utca - az egész utca irányítószáma,7631
Pécs - BorosIstván - utca - az egész utca irányítószáma,7632
Pécs - Borostyán - utca - az egész utca irányítószáma,7634
Pécs - Borz - dûlõ - az egész utca irányítószáma,7628
Pécs - Bosnyák - utca - az egész utca irányítószáma,7625
Pécs - Boszorkány - út - az egész utca irányítószáma,7624
Pécs - Botond - utca - az egész utca irányítószáma,7628
Pécs - BózsaIstván - utca - Vasas - az egész utca irányítószáma,7691
Pécs - BöckJános - utca - az egész utca irányítószáma,7625
Pécs - Brassó - utca - az egész utca irányítószáma,7634
Pécs - BreuerMarcell - sétány - az egész utca irányítószáma,7622
Pécs - BródySándor - utca - az egész utca irányítószáma,7628
Pécs - BudaiNagyAntal - utca - az egész utca irányítószáma,7624
Pécs - BudaiVám - az egész utca irányítószáma,7630
Pécs - BudayDezsõ - utca - az egész utca irányítószáma,7624
Pécs - Bulgár - utca - az egész utca irányítószáma,7630
Pécs - Búza - tér - az egész utca irányítószáma,7626
Pécs - Búzaberki - dûlõ - Vasas - az egész utca irányítószáma,7691
Pécs - Búzakalász - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Búzavirág - utca - az egész utca irányítószáma,7629
Pécs - BuzsákiImre - utca - az egész utca irányítószáma,7630
Pécs - Bükkös - Tetõ - az egész utca irányítószáma,7635
Pécs - C. - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Cassian - utca - az egész utca irányítószáma,7627
Pécs - Cikk - Cakk - utca - az egész utca irányítószáma,7634
Pécs - Cincér - dûlõ - az egész utca irányítószáma,7634
Pécs - Cinege - dûlõ - az egész utca irányítószáma,7630
Pécs - CinkaPanna - utca - az egész utca irányítószáma,7630
Pécs - Cinke - dûlõ - az egész utca irányítószáma,7635
Pécs - Cirfandli - utca - az egész utca irányítószáma,7634
Pécs - Ciszterci - köz - az egész utca irányítószáma,7621
Pécs - Citrom - utca - az egész utca irányítószáma,7621
Pécs - Corvin - utca - az egész utca irányítószáma,7629
Pécs - Csaba - utca - az egész utca irányítószáma,7630
Pécs - Csákány - utca - az egész utca irányítószáma,7627
Pécs - Csalogány - utca - az egész utca irányítószáma,7632
Pécs - Csalogány - dûlõ - az egész utca irányítószáma,7635
Pécs - Csap - dûlõ - az egész utca irányítószáma,7634
Pécs - Csap - köz - az egész utca irányítószáma,7634
Pécs - Csap - utca - Vasas - az egész utca irányítószáma,7691
Pécs - CsapóJános - utca - az egész utca irányítószáma,7628
Pécs - Csárda - utca - az egész utca irányítószáma,7627
Pécs - Csarnok - köz - Vasas - az egész utca irányítószáma,7691
Pécs - CsekeyIstván - utca - az egész utca irányítószáma,7629
Pécs - Csemete - átjáró - az egész utca irányítószáma,7636
Pécs - Csend - utca - az egész utca irányítószáma,7623
Pécs - Csengõ - utca - az egész utca irányítószáma,7630
Pécs - Cseralja - dûlõ - az egész utca irányítószáma,7634
Pécs - Cseralja - utca - az egész utca irányítószáma,7634
Pécs - Cserbokros - dûlõ - az egész utca irányítószáma,7628
Pécs - Cserebogár - dûlõ - az egész utca irányítószáma,7634
Pécs - Cserebogár - köz - az egész utca irányítószáma,7634
Pécs - Cseresznyés - út - Hird - az egész utca irányítószáma,7693
Pécs - Cseresznyés - köz - az egész utca irányítószáma,7635
Pécs - Cserfa - köz - az egész utca irányítószáma,7635
Pécs - Cserfa - utca - az egész utca irányítószáma,7635
Pécs - Cserge - dûlõ - az egész utca irányítószáma,7631
Pécs - Cserkúti - út - az egész utca irányítószáma,7634
Pécs - Csertetõ - az egész utca irányítószáma,7628
Pécs - Cserzõ - köz - az egész utca irányítószáma,7625
Pécs - CsikorKálmán - utca - az egész utca irányítószáma,7631
Pécs - Csillag - utca - az egész utca irányítószáma,7626
Pécs - Csillag - köz - az egész utca irányítószáma,7626
Pécs - Csillagvirág - utca - az egész utca irányítószáma,7624
Pécs - Csille - köz - az egész utca irányítószáma,7628
Pécs - Csiperke - utca - az egész utca irányítószáma,7628
Pécs - Csipke - utca - az egész utca irányítószáma,7636
Pécs - Csobolyó - dûlõ - az egész utca irányítószáma,7635
Pécs - CsókIstván - utca - az egész utca irányítószáma,7628
Pécs - Csóka - dûlõ - az egész utca irányítószáma,7635
Pécs - Csokonai - utca - az egész utca irányítószáma,7628
Pécs - Csontos - dûlõ - az egész utca irányítószáma,7639
Pécs - Csontváry - utca - az egész utca irányítószáma,7632
Pécs - CsorbaGyõzõ - utca - az egész utca irányítószáma,7632
Pécs - Csoronika - dûlõ - az egész utca irányítószáma,7635
Pécs - CsortosGyula - utca - 1 - 3,7624
Pécs - CsortosGyula - utca - 2 - 16,7624
Pécs - CsortosGyula - utca -  - 3 - 0,7635
Pécs - Csósi - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Csöpp - utca - az egész utca irányítószáma,7627
Pécs - Csurgó - dûlõ - az egész utca irányítószáma,7635
Pécs - Csurgó - köz - az egész utca irányítószáma,7635
Pécs - Csurgó - tetõ - dûlõ - az egész utca irányítószáma,7635
Pécs - Czerékvölgy - az egész utca irányítószáma,7627
Pécs - Czinderi - utca - az egész utca irányítószáma,7622
Pécs - D. - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Dagály - utca - az egész utca irányítószáma,7627
Pécs - Damjanich - utca - az egész utca irányítószáma,7624
Pécs - Danitz - puszta - az egész utca irányítószáma,7628
Pécs - DankóPista - utca - az egész utca irányítószáma,7630
Pécs - Darázs - dûlõ - az egész utca irányítószáma,7634
Pécs - Dárda - utca - az egész utca irányítószáma,7623
Pécs - Daru - dûlõ - az egész utca irányítószáma,7634
Pécs - DeákFerenc - utca - az egész utca irányítószáma,7630
Pécs - DebreceniMárton - utca - az egész utca irányítószáma,7627
Pécs - Délibáb - utca - az egész utca irányítószáma,7626
Pécs - Demokrácia - utca - az egész utca irányítószáma,7635
Pécs - Denevér - dûlõ - az egész utca irányítószáma,7634
Pécs - Derék - réti - út - az egész utca irányítószáma,7636
Pécs - DériMiksa - utca - az egész utca irányítószáma,7636
Pécs - Derkovits - utca - az egész utca irányítószáma,7625
Pécs - Derûs - utca - az egész utca irányítószáma,7627
Pécs - Derûs - köz - az egész utca irányítószáma,7627
Pécs - Diána - tér - az egész utca irányítószáma,7632
Pécs - Díjasnyereg - út - az egész utca irányítószáma,7631
Pécs - Diófa - utca - az egész utca irányítószáma,7622
Pécs - Diós - dûlõ - az egész utca irányítószáma,7627
Pécs - Diósi - út - az egész utca irányítószáma,7630
Pécs - DischkaGyõzõ - utca - az egész utca irányítószáma,7621
Pécs - Ditz - malom - utca - az egész utca irányítószáma,7630
Pécs - DobóIstván - utca - az egész utca irányítószáma,7629
Pécs - DobóKatalin - utca - az egész utca irányítószáma,7628
Pécs - Dobogó - dûlõ - az egész utca irányítószáma,7628
Pécs - Dohány - utca - az egész utca irányítószáma,7622
Pécs - Dóm - tér - az egész utca irányítószáma,7621
Pécs - Domb - utca - az egész utca irányítószáma,7625
Pécs - DombayJános - utca - az egész utca irányítószáma,7633
Pécs - Dombos - utca - az egész utca irányítószáma,7691
Pécs - Dominika - utca - az egész utca irányítószáma,7629
Pécs - Domonkos - utca - az egész utca irányítószáma,7625
Pécs - Donátus - köz - az egész utca irányítószáma,7635
Pécs - Donátusi - út - az egész utca irányítószáma,7635
Pécs - Dongó - dûlõ - az egész utca irányítószáma,7634
Pécs - Dóra - utca - az egész utca irányítószáma,7632
Pécs - DózsaGyörgy - utca - az egész utca irányítószáma,7627
Pécs - Dömörkapui - út - az egész utca irányítószáma,7635
Pécs - Dömörkapui - turistaház - az egész utca irányítószáma,7635
Pécs - Dugonics - utca - az egész utca irányítószáma,7626
Pécs - Dulimán - dûlõ - az egész utca irányítószáma,7634
Pécs - Dzsámi - utca - az egész utca irányítószáma,7634
Pécs - EckImre - sétány - az egész utca irányítószáma,7630
Pécs - Édesanyák - útja - az egész utca irányítószáma,7624
Pécs - Edison - utca - az egész utca irányítószáma,7630
Pécs - Éger - köz - az egész utca irányítószáma,7634
Pécs - Égervölgy - az egész utca irányítószáma,7634
Pécs - Égett - major - az egész utca irányítószáma,7693
Pécs - Égett - hegyi - út - az egész utca irányítószáma,7627
Pécs - Egres - utca - az egész utca irányítószáma,7624
Pécs - Egressy - utca - az egész utca irányítószáma,7632
Pécs - Egyenlõség - köz - az egész utca irányítószáma,7628
Pécs - Egyenlõség - utca - az egész utca irányítószáma,7628
Pécs - Egyetem - utca - az egész utca irányítószáma,7626
Pécs - Elágazó - út - az egész utca irányítószáma,7631
Pécs - Éles - dûlõ - az egész utca irányítószáma,7634
Pécs - Elõd - utca - az egész utca irányítószáma,7630
Pécs - EmberKálmán - utca - az egész utca irányítószáma,7628
Pécs - Endre - utca - az egész utca irányítószáma,7626
Pécs - EndreszGyörgy - utca - az egész utca irányítószáma,7633
Pécs - EngelJánosJózsef - utca - az egész utca irányítószáma,7630
Pécs - Enyezd - út - az egész utca irányítószáma,7632
Pécs - Eozin - utca - az egész utca irányítószáma,7630
Pécs - Eötvös - utca - az egész utca irányítószáma,7621
Pécs - Eper - utca - az egész utca irányítószáma,7630
Pécs - Eperfás - út - az egész utca irányítószáma,7628
Pécs - Eperjes - utca - az egész utca irányítószáma,7623
Pécs - Építõk - útja - az egész utca irányítószáma,7633
Pécs - Epres - köz - az egész utca irányítószáma,7635
Pécs - Ércbányász - utca - az egész utca irányítószáma,7634
Pécs - Erdei - út - az egész utca irányítószáma,7691
Pécs - ErdeiFerenc - utca - az egész utca irányítószáma,7632
Pécs - Erdély - utca - az egész utca irányítószáma,7632
Pécs - Erdész - köz - az egész utca irányítószáma,7635
Pécs - Erdész - utca - az egész utca irányítószáma,7635
Pécs - Erdõalja - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Erika - utca - az egész utca irányítószáma,7632
Pécs - ErkelFerenc - utca - az egész utca irányítószáma,7633
Pécs - ErrethLajos - utca - az egész utca irányítószáma,7623
Pécs - Erzsébet - utca - az egész utca irányítószáma,7626
Pécs - Est - utca - az egész utca irányítószáma,7623
Pécs - Északmegyer - dûlõ - az egész utca irányítószáma,7632
Pécs - EszeTamás - utca - az egész utca irányítószáma,7624
Pécs - Eszék - utca - az egész utca irányítószáma,7632
Pécs - Eszperantó - utca - az egész utca irányítószáma,7628
Pécs - EsztergályosJános - utca - az egész utca irányítószáma,7632
Pécs - EsztergárLajos - utca - az egész utca irányítószáma,7633
Pécs - Etelka - utca - az egész utca irányítószáma,7632
Pécs - Európa - tér - az egész utca irányítószáma,7622
Pécs - Éva - utca - az egész utca irányítószáma,7632
Pécs - Ezerjó - dûlõ - az egész utca irányítószáma,7634
Pécs - Ezis - utca - az egész utca irányítószáma,7631
Pécs - Ezüst - utca - az egész utca irányítószáma,7631
Pécs - FábiánBéla - köz - az egész utca irányítószáma,7635
Pécs - FábiánBéla - utca - az egész utca irányítószáma,7635
Pécs - Fácán - dûlõ - az egész utca irányítószáma,7635
Pécs - Fagyal - utca - az egész utca irányítószáma,7631
Pécs - Fagyöngy - utca - az egész utca irányítószáma,7636
Pécs - Faiskola - utca - az egész utca irányítószáma,7632
Pécs - Fakopács - köz - az egész utca irányítószáma,7635
Pécs - FaludiFerenc - utca - az egész utca irányítószáma,7633
Pécs - FarkasIstván - utca - az egész utca irányítószáma,7626
Pécs - Fatér - utca - az egész utca irányítószáma,7691
Pécs - Fátyol - utca - az egész utca irányítószáma,7630
Pécs - FáyAndrás - utca - az egész utca irányítószáma,7636
Pécs - FazekasMihály - utca - az egész utca irányítószáma,7632
Pécs - Fecske - dûlõ - az egész utca irányítószáma,7635
Pécs - Fehérhegyi - út - az egész utca irányítószáma,7629
Pécs - Fehérkuti - turistaház - az egész utca irányítószáma,7628
Pécs - FeitigImre - utca - az egész utca irányítószáma,7629
Pécs - FejérLipót - utca - az egész utca irányítószáma,7624
Pécs - Fejlõdés - utca - az egész utca irányítószáma,7628
Pécs - Fekete - utca - az egész utca irányítószáma,7635
Pécs - Feketegyémánt - tér - az egész utca irányítószáma,7629
Pécs - Feketerigó - utca - az egész utca irányítószáma,7630
Pécs - Felhõ - utca - az egész utca irányítószáma,7634
Pécs - Fellbach - tér - az egész utca irányítószáma,7621
Pécs - Fellbach - utca - az egész utca irányítószáma,7632
Pécs - Felsõ - utca - az egész utca irányítószáma,7636
Pécs - Felsõbalokány - utca - az egész utca irányítószáma,7626
Pécs - Felsõgyükési - út - az egész utca irányítószáma,7627
Pécs - Felsõhavi - utca - az egész utca irányítószáma,7625
Pécs - Felsõhavi - dûlõ - az egész utca irányítószáma,7627
Pécs - Felsõ - homok - dûlõ - az egész utca irányítószáma,7628
Pécs - Felsõmakár - dûlõ - az egész utca irányítószáma,7635
Pécs - Felsõmalom - utca - az egész utca irányítószáma,7621
Pécs - Felsõvámház - utca - az egész utca irányítószáma,7626
Pécs - Fenyer - dûlõ - az egész utca irányítószáma,7636
Pécs - Fényes - utca - az egész utca irányítószáma,7631
Pécs - Fenyõ - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Fenyves - sor - az egész utca irányítószáma,7635
Pécs - Ferenc - utca - az egész utca irányítószáma,7625
Pécs - Ferencesek - utcája - a páratlan oldal irányítószáma,7621
Pécs - Ferencesek - utcája - a páros oldal irányítószáma,7624
Pécs - Fésüs - utca - az egész utca irányítószáma,7632
Pécs - Fészek - utca - az egész utca irányítószáma,7630
Pécs - Finn - utca - az egész utca irányítószáma,7630
Pécs - FischerBéla - utca - az egész utca irányítószáma,7626
Pécs - Flórián - tér - az egész utca irányítószáma,7621
Pécs - Flórián - utca - az egész utca irányítószáma,7627
Pécs - Fogadó - utca - az egész utca irányítószáma,7634
Pécs - Fogaras - utca - az egész utca irányítószáma,7624
Pécs - Fogoly - dûlõ - az egész utca irányítószáma,7635
Pécs - ForbátAlfréd - utca - az egész utca irányítószáma,7624
Pécs - Forduló - köz - az egész utca irányítószáma,7635
Pécs - Forrás - dûlõ - az egész utca irányítószáma,7634
Pécs - Fosztó - Völgyi - út - az egész utca irányítószáma,7628
Pécs - Fõ - tér - az egész utca irányítószáma,7631
Pécs - Fõ - utca - az egész utca irányítószáma,7634
Pécs - FöldesFerenc - utca - az egész utca irányítószáma,7632
Pécs - Földmûves - utca - az egész utca irányítószáma,7691
Pécs - Francia - utca - az egész utca irányítószáma,7630
Pécs - Füge - dûlõ - az egész utca irányítószáma,7635
Pécs - Fülemüle - utca - az egész utca irányítószáma,7634
Pécs - FülepLajos - utca - az egész utca irányítószáma,7632
Pécs - Fürdõ - utca - az egész utca irányítószáma,7621
Pécs - Fürj - utca - az egész utca irányítószáma,7630
Pécs - Fürkész - dûlõ - az egész utca irányítószáma,7635
Pécs - Fürt - dûlõ - az egész utca irányítószáma,7634
Pécs - Fürtöske - utca - az egész utca irányítószáma,7631
Pécs - Füst - utca - az egész utca irányítószáma,7628
Pécs - Füvészkert - út - az egész utca irányítószáma,7631
Pécs - Füzes - dûlõ - az egész utca irányítószáma,7623
Pécs - Fûzfa - utca - az egész utca irányítószáma,7622
Pécs - Gabona - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Gábor - utca - az egész utca irányítószáma,7621
Pécs - GáborÁron - utca - az egész utca irányítószáma,7629
Pécs - Gadó - utca - az egész utca irányítószáma,7636
Pécs - Galagonya - dûlõ - az egész utca irányítószáma,7634
Pécs - Galamb - utca - az egész utca irányítószáma,7632
Pécs - GalambJózsef - utca - az egész utca irányítószáma,7636
Pécs - Galilei - utca - az egész utca irányítószáma,7636
Pécs - Gálic - dûlõ - az egész utca irányítószáma,7628
Pécs - Garay - utca - az egész utca irányítószáma,7623
Pécs - Garázs - utca - az egész utca irányítószáma,7632
Pécs - GárdonyiGéza - utca - az egész utca irányítószáma,7632
Pécs - Gáspár - utca - az egész utca irányítószáma,7625
Pécs - Gát - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Gátaljai - utca - az egész utca irányítószáma,7634
Pécs - GebauerErnõ - utca - az egész utca irányítószáma,7625
Pécs - Gém - utca - az egész utca irányítószáma,7634
Pécs - Gerbera - utca - az egész utca irányítószáma,7634
Pécs - Gerendely - út - az egész utca irányítószáma,7631
Pécs - Gergely - utca - az egész utca irányítószáma,7625
Pécs - Gerle - utca - az egész utca irányítószáma,7630
Pécs - Gesztenyés - dûlõ - az egész utca irányítószáma,7627
Pécs - Gesztenyés - utca - az egész utca irányítószáma,7627
Pécs - Géza - utca - az egész utca irányítószáma,7630
Pécs - Gilice - sor - az egész utca irányítószáma,7691
Pécs - Gizella - utca - az egész utca irányítószáma,7623
Pécs - GoldmarkKároly - utca - az egész utca irányítószáma,7621
Pécs - Gólya - dûlõ - az egész utca irányítószáma,7635
Pécs - Gomba - utca - az egész utca irányítószáma,7630
Pécs - Gorkij - utca - az egész utca irányítószáma,7628
Pécs - GosztonyiGyula - utca - az egész utca irányítószáma,7633
Pécs - Gödör - utca - az egész utca irányítószáma,7627
Pécs - Gödrös - dûlõ - az egész utca irányítószáma,7628
Pécs - Görbe - dûlõ - az egész utca irányítószáma,7635
Pécs - GörgeyArtúr - utca - az egész utca irányítószáma,7628
Pécs - Gránátalma - utca - az egész utca irányítószáma,7693
Pécs - Graz - tér - az egész utca irányítószáma,7621
Pécs - GrõbelEmil - utca - az egész utca irányítószáma,7628
Pécs - Gubacs - utca - az egész utca irányítószáma,7631
Pécs - Gubér - köz - Vasas - az egész utca irányítószáma,7691
Pécs - GuinnessVilágrekord - sétány - az egész utca irányítószáma,7632
Pécs - Gyakorló - utca - az egész utca irányítószáma,7631
Pécs - Gyár - utca - az egész utca irányítószáma,7630
Pécs - Gyep - dûlõ - az egész utca irányítószáma,7628
Pécs - Gyík - utca - az egész utca irányítószáma,7631
Pécs - Gyopár - utca - az egész utca irányítószáma,7625
Pécs - Gyöngy - utca - az egész utca irányítószáma,7622
Pécs - Gyöngyös - utca - az egész utca irányítószáma,7632
Pécs - GyöngyösiIstván - utca - az egész utca irányítószáma,7629
Pécs - Gyöngyvirág - utca - az egész utca irányítószáma,7634
Pécs - György - utca - az egész utca irányítószáma,7625
Pécs - György - akna - az egész utca irányítószáma,7628
Pécs - Györgytelep - az egész utca irányítószáma,7628
Pécs - Gyula - utca - az egész utca irányítószáma,7630
Pécs - GyulaiPál - utca - az egész utca irányítószáma,7632
Pécs - Gyükés - köz - az egész utca irányítószáma,7627
Pécs - Gyümölcs - utca - az egész utca irányítószáma,7624
Pécs - HaasMihály - tér - az egész utca irányítószáma,7625
Pécs - HadikAndrás - utca - Hird - az egész utca irányítószáma,7693
Pécs - Hajadon - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Hajlat - utca - az egész utca irányítószáma,7636
Pécs - Hajmás - az egész utca irányítószáma,7631
Pécs - Hajnal - utca - az egész utca irányítószáma,7627
Pécs - Hajnalka - utca - az egész utca irányítószáma,7634
Pécs - Hajnóczy - út - az egész utca irányítószáma,7633
Pécs - Hal - tér - az egész utca irányítószáma,7621
Pécs - HalJózsef - utca - az egész utca irányítószáma,7623
Pécs - Haladás - utca - Hird - az egész utca irányítószáma,7693
Pécs - Halász - utca - az egész utca irányítószáma,7626
Pécs - HamerliImre - utca - az egész utca irányítószáma,7628
Pécs - Hamvas - utca - az egész utca irányítószáma,7630
Pécs - Hangya - dûlõ - az egész utca irányítószáma,7634
Pécs - HannebeckFrigyes - utca - az egész utca irányítószáma,7628
Pécs - Harangláb - utca - Hird - az egész utca irányítószáma,7693
Pécs - Harangöntõ - utca - az egész utca irányítószáma,7626
Pécs - Harangszó - utca - az egész utca irányítószáma,7631
Pécs - Harangvirág - utca - Hird - az egész utca irányítószáma,7693
Pécs - Hargita - utca - az egész utca irányítószáma,7623
Pécs - Haris - köz - az egész utca irányítószáma,7691
Pécs - Harkály - dûlõ - az egész utca irányítószáma,7635
Pécs - Hármashegy - utca - Hird - az egész utca irányítószáma,7693
Pécs - Harmat - köz - az egész utca irányítószáma,7634
Pécs - Háromszögi - utca - az egész utca irányítószáma,7631
Pécs - Hársfa - út - 1 - 255,7627
Pécs - Hársfa - út - 2 - 152,7627
Pécs - Hársfa - út -  - 3 - 0,7629
Pécs - Határ - utca - Vasas - az egész utca irányítószáma,7691
Pécs - Határõr - utca - az egész utca irányítószáma,7628
Pécs - Hatház - utca - az egész utca irányítószáma,7625
Pécs - Hattyú - utca - az egész utca irányítószáma,7635
Pécs - Havas - utca - az egész utca irányítószáma,7631
Pécs - Havi - Hegyi - út - az egész utca irányítószáma,7627
Pécs - Házgyár - utca - az egész utca irányítószáma,7630
Pécs - Hébér - köz - az egész utca irányítószáma,7691
Pécs - HegedüsJános - utca - az egész utca irányítószáma,7630
Pécs - HegedûsMihály - utca - az egész utca irányítószáma,7629
Pécs - Hegyalja - utca - az egész utca irányítószáma,7625
Pécs - Hegyes - köz - az egész utca irányítószáma,7628
Pécs - Hegymeg - dûlõ - az egész utca irányítószáma,7634
Pécs - Hegy - mezõi - út - az egész utca irányítószáma,7628
Pécs - HeimPál - utca - az egész utca irányítószáma,7623
Pécs - Héja - dûlõ - az egész utca irányítószáma,7634
Pécs - Hengermalom - utca - az egész utca irányítószáma,7630
Pécs - Hérics - dûlõ - az egész utca irányítószáma,7628
Pécs - HermanOttó - utca - az egész utca irányítószáma,7624
Pécs - Hetesi - köz - az egész utca irányítószáma,7634
Pécs - Hétvezér - utca - az egész utca irányítószáma,7627
Pécs - Hideg - Völgyi - út - az egész utca irányítószáma,7635
Pécs - Hirdi - út - Vasas - az egész utca irányítószáma,7693
Pécs - Hirdi - zártkert - az egész utca irányítószáma,7693
Pécs - Hold - utca - az egész utca irányítószáma,7626
