megnevezes,irsz
Budapest - V. - kerület - Fõvám - tér - 1 - 6,1056
Budapest - IX. - kerület - Fõvám - tér - az utca többi részének irányítószáma,1093
Budapest - XIII. - kerület - Föveny - utca - az egész utca irányítószáma,1138
Budapest - XXI. - kerület - Fradi - utca - az egész utca irányítószáma,1214
Budapest - XI. - kerület - Fraknó - tér - az egész utca irányítószáma,1115
Budapest - XI. - kerület - Fraknó - utca - az utca többi részének irányítószáma,1115
Budapest - XI. - kerület - Fraknó - utca - 4 - 4,1119
Budapest - XIV. - kerület - Francia - út - 1 - 48,1143
Budapest - XIV. - kerület - Francia - út - az utca többi részének irányítószáma,1146
Budapest - XXII. - kerület - Franciska - utca - az egész utca irányítószáma,1222
Budapest - IV. - kerület - Frangepán - utca - az egész utca irányítószáma,1044
Budapest - XIII. - kerület - Frangepán - utca - az utca többi részének irányítószáma,1135
Budapest - XIII. - kerület - Frangepán - utca - 1 - 59,1139
Budapest - XIII. - kerület - Frangepán - utca - 2 - 56,1139
Budapest - XVIII. - kerület - Frangepán - utca - az egész utca irányítószáma,1183
Budapest - XIX. - kerület - Frangepán - utca - az egész utca irányítószáma,1192
Budapest - XX. - kerület - Frangepán - utca - 1 - 115,1201
Budapest - XX. - kerület - Frangepán - utca - 2 - 110,1201
Budapest - XX. - kerület - Frangepán - utca - az utca többi részének irányítószáma,1204
Budapest - XXI. - kerület - Frangepán - utca - az egész utca irányítószáma,1211
Budapest - XIII. - kerület - Frangepán - köz - az egész utca irányítószáma,1135
Budapest - XXIII. - kerület - Frangepán - köz - az egész utca irányítószáma,1237
Budapest - II. - kerület - FrankelLeó - út - az utca többi részének irányítószáma,1023
Budapest - II. - kerület - FrankelLeó - út - 1 - 19,1027
Budapest - II. - kerület - FrankelLeó - út - 2 - 28,1027
Budapest - XI. - kerület - Frankfurt - sétány - az egész utca irányítószáma,1113
Budapest - XI. - kerület - Frankhegy - utca - az egész utca irányítószáma,1118
Budapest - I. - kerület - Franklin - utca - az egész utca irányítószáma,1015
Budapest - XIV. - kerület - FráterGyörgy - tér - az egész utca irányítószáma,1149
Budapest - XIV. - kerület - FráterGyörgy - utca - az egész utca irányítószáma,1149
Budapest - XIV. - kerület - FráterGyörgy - köz - az egész utca irányítószáma,1149
Budapest - XVIII. - kerület - FráterLóránt - utca - az egész utca irányítószáma,1185
Budapest - XVII. - kerület - Frézia - utca - az egész utca irányítószáma,1171
Budapest - X. - kerület - Fricsay - utca - az egész utca irányítószáma,1101
Budapest - III. - kerület - Frigyes - utca - az egész utca irányítószáma,1039
Budapest - IX. - kerület - Friss - utca - az egész utca irányítószáma,1098
Budapest - XVII. - kerület - Fuchs - szõlõ - utca - az egész utca irányítószáma,1174
Budapest - II. - kerület - Fullánk - utca - az egész utca irányítószáma,1026
Budapest - XVI. - kerület - Furmint - utca - az egész utca irányítószáma,1164
Budapest - II. - kerület - Furulya - utca - az egész utca irányítószáma,1021
Budapest - XIII. - kerület - Futár - utca - az egész utca irányítószáma,1131
Budapest - IV. - kerület - Futó - utca - az egész utca irányítószáma,1046
Budapest - VIII. - kerület - Futó - utca - az egész utca irányítószáma,1082
Budapest - XXI. - kerület - Futó - utca - az egész utca irányítószáma,1214
Budapest - XVI. - kerület - Futórózsa - utca - az egész utca irányítószáma,1165
Budapest - XII. - kerület - Futrinka - utca - az egész utca irányítószáma,1121
Budapest - XVI. - kerület - Fuvallat - utca - az egész utca irányítószáma,1163
Budapest - XVII. - kerület - Fuvaros - utca - az egész utca irányítószáma,1171
Budapest - II. - kerület - Fuvola - utca - az egész utca irányítószáma,1028
Budapest - XXII. - kerület - Fû - utca - az egész utca irányítószáma,1224
Budapest - II. - kerület - Füge - utca - az egész utca irányítószáma,1022
Budapest - XXI. - kerület - Fügefa - utca - az egész utca irányítószáma,1214
Budapest - XI. - kerület - Függetlenségi - park - az egész utca irányítószáma,1113
Budapest - XVII. - kerület - Függõcinege - utca - az egész utca irányítószáma,1171
Budapest - IV. - kerület - Fülek - utca - az egész utca irányítószáma,1047
Budapest - XVIII. - kerület - Fülek - utca - az egész utca irányítószáma,1185
Budapest - IX. - kerület - Füleki - utca - az egész utca irányítószáma,1097
Budapest - IX. - kerület - Füleki - köz - az egész utca irányítószáma,1097
Budapest - XII. - kerület - Fülemile - út - az egész utca irányítószáma,1121
Budapest - XXI. - kerület - Fülemile - utca - az egész utca irányítószáma,1213
Budapest - XXII. - kerület - Fülesbagoly - utca - az egész utca irányítószáma,1222
Budapest - XI. - kerület - Fülõke - utca - az egész utca irányítószáma,1112
Budapest - XVII. - kerület - Fülöpháza - utca - az egész utca irányítószáma,1173
Budapest - XVII. - kerület - Fülöpszállás - utca - az egész utca irányítószáma,1173
Budapest - III. - kerület - Fürdõ - utca - az egész utca irányítószáma,1038
Budapest - XXI. - kerület - Fürdõ - utca - az egész utca irányítószáma,1213
Budapest - XVI. - kerület - Fürdõhely - utca - az egész utca irányítószáma,1164
Budapest - XIV. - kerület - Füredi - tér - az egész utca irányítószáma,1144
Budapest - XIV. - kerület - Füredi - utca - az egész utca irányítószáma,1144
Budapest - XXI. - kerület - Füredi - út - az egész utca irányítószáma,1213
Budapest - XIV. - kerület - Füredi - park - az egész utca irányítószáma,1144
Budapest - XIV. - kerület - Fûrész - utca - az egész utca irányítószáma,1147
Budapest - XIV. - kerület - Fûrész - köz - az egész utca irányítószáma,1142
Budapest - XVI. - kerület - Fürge - utca - az egész utca irányítószáma,1162
Budapest - XII. - kerület - Fürj - utca - az egész utca irányítószáma,1124
Budapest - XXI. - kerület - Fürjes - utca - az egész utca irányítószáma,1213
Budapest - XI. - kerület - Fürt - utca - az egész utca irányítószáma,1119
Budapest - XXII. - kerület - Fürtös - utca - az egész utca irányítószáma,1223
Budapest - III. - kerület - FüstMilán - utca - az egész utca irányítószáma,1039
Budapest - XVII. - kerület - Füstifecske - utca - az egész utca irányítószáma,1173
Budapest - XXII. - kerület - Füstike - utca - az egész utca irányítószáma,1224
Budapest - XVIII. - kerület - Fûszer - utca - az egész utca irányítószáma,1183
Budapest - XVIII. - kerület - Fûtõ - utca - az egész utca irányítószáma,1183
Budapest - XXII. - kerület - Füttyös - utca - az egész utca irányítószáma,1225
Budapest - XXI. - kerület - Füves - utca - az egész utca irányítószáma,1213
Budapest - VIII. - kerület - Füvészkert - utca - az egész utca irányítószáma,1083
Budapest - X. - kerület - Fûz - utca - az egész utca irányítószáma,1108
Budapest - XXI. - kerület - Fûz - utca - az egész utca irányítószáma,1213
Budapest - X. - kerület - Füzér - utca - az egész utca irányítószáma,1102
Budapest - XX. - kerület - Füzes - köz - az egész utca irányítószáma,1202
Budapest - XVII. - kerület - Füzesabony - utca - az egész utca irányítószáma,1171
Budapest - IV. - kerület - Fûzfa - utca - az egész utca irányítószáma,1044
Budapest - XXIII. - kerület - Fûzfa - köz - az egész utca irányítószáma,1239
Budapest - XXIII. - kerület - Fûzfás - utca - az egész utca irányítószáma,1238
Budapest - XIV. - kerület - Fûzfõ - utca - az egész utca irányítószáma,1145
Budapest - XXII. - kerület - Füzike - utca - az egész utca irányítószáma,1222
Budapest - XVII. - kerület - Fûzkút - utca - az egész utca irányítószáma,1171
Budapest - XII. - kerület - GaálJózsef - út - az egész utca irányítószáma,1122
Budapest - VIII. - kerület - GaálMózes - utca - az egész utca irányítószáma,1089
Budapest - IX. - kerület - Gabona - utca - az egész utca irányítószáma,1095
Budapest - XVI. - kerület - Gabonaszem - utca - az egész utca irányítószáma,1164
Budapest - XX. - kerület - Gábor - utca - az egész utca irányítószáma,1203
Budapest - II. - kerület - GáborÁron - utca - az egész utca irányítószáma,1026
Budapest - XV. - kerület - GáborÁron - utca - az egész utca irányítószáma,1154
Budapest - XVI. - kerület - GáborÁron - utca - az egész utca irányítószáma,1165
Budapest - XVIII. - kerület - GáborÁron - utca - az egész utca irányítószáma,1182
Budapest - II. - kerület - GáborÁron - köz - az egész utca irányítószáma,1026
Budapest - XI. - kerület - GáborDénes - utca - az egész utca irányítószáma,1117
Budapest - IV. - kerület - GáborIgnác - park - az egész utca irányítószáma,1041
Budapest - IV. - kerület - GáborLászló - utca - az egész utca irányítószáma,1043
Budapest - XIII. - kerület - GabrielGarciaMárquez - park - az egész utca irányítószáma,1133
Budapest - XIII. - kerület - Gács - utca - az egész utca irányítószáma,1138
Budapest - XXII. - kerület - Gádor - utca - az egész utca irányítószáma,1222
Budapest - XVIII. - kerület - Gádoros - utca - az egész utca irányítószáma,1182
Budapest - XXI. - kerület - Gálispán - utca - az egész utca irányítószáma,1214
Budapest - III. - kerület - Galagonya - utca - az egész utca irányítószáma,1036
Budapest - V. - kerület - Galamb - utca - az egész utca irányítószáma,1052
Budapest - XVIII. - kerület - Galamb - utca - az egész utca irányítószáma,1182
Budapest - XXII. - kerület - Galamb - utca - az egész utca irányítószáma,1221
Budapest - XI. - kerület - Galambóc - utca - az egész utca irányítószáma,1117
Budapest - XII. - kerület - Galántai - utca - az egész utca irányítószáma,1126
Budapest - I. - kerület - Galeotti - utca - az egész utca irányítószáma,1016
Budapest - XXII. - kerület - Galga - utca - az egész utca irányítószáma,1224
Budapest - XVI. - kerület - Galgahévíz - utca - az egész utca irányítószáma,1163
Budapest - XV. - kerület - Galgó - utca - az egész utca irányítószáma,1152
Budapest - XII. - kerület - Galgóczy - utca - az egész utca irányítószáma,1125
Budapest - XII. - kerület - Galgóczy - köz - az egész utca irányítószáma,1125
Budapest - XVI. - kerület - Gálic - utca - az egész utca irányítószáma,1163
Budapest - II. - kerület - Galóca - utca - az egész utca irányítószáma,1028
Budapest - IV. - kerület - Galopp - utca - az egész utca irányítószáma,1048
Budapest - XVI. - kerület - Gálosfa - utca - az egész utca irányítószáma,1165
Budapest - XI. - kerület - Galvani - utca - az egész utca irányítószáma,1117
Budapest - IX. - kerület - Gálya - utca - az egész utca irányítószáma,1093
Budapest - II. - kerület - Ganz - utca - az egész utca irányítószáma,1027
Budapest - II. - kerület - Ganz - köz - az egész utca irányítószáma,1027
Budapest - XVIII. - kerület - GanzÁbrahám - utca - az egész utca irányítószáma,1182
Budapest - IV. - kerület - Garam - utca - az egész utca irányítószáma,1044
Budapest - XIII. - kerület - Garam - utca - az egész utca irányítószáma,1133
Budapest - XVIII. - kerület - Garam - utca - az egész utca irányítószáma,1183
Budapest - XXII. - kerület - Garam - utca - az egész utca irányítószáma,1224
Budapest - II. - kerület - Garas - utca - az egész utca irányítószáma,1026
Budapest - XVI. - kerület - Garat - utca - az egész utca irányítószáma,1163
Budapest - III. - kerület - Garay - utca - az egész utca irányítószáma,1039
Budapest - IV. - kerület - Garay - utca - az egész utca irányítószáma,1044
Budapest - VII. - kerület - Garay - tér - az egész utca irányítószáma,1076
Budapest - VII. - kerület - Garay - utca - az egész utca irányítószáma,1076
Budapest - XVIII. - kerület - Garay - utca - az egész utca irányítószáma,1182
Budapest - XIX. - kerület - Garay - köz - az egész utca irányítószáma,1192
Budapest - XXI. - kerület - GarayLászló - utca - az egész utca irányítószáma,1212
Budapest - XIX. - kerület - Garázs - utca - az egész utca irányítószáma,1194
Budapest - XVIII. - kerület - Garázssor - utca - az egész utca irányítószáma,1186
Budapest - XI. - kerület - Garda - utca - az egész utca irányítószáma,1117
Budapest - XVI. - kerület - Gárda - utca - az egész utca irányítószáma,1163
Budapest - IV. - kerület - GárdiJenõ - utca - az egész utca irányítószáma,1047
Budapest - XXII. - kerület - Gárdonyi - utca - az egész utca irányítószáma,1222
Budapest - XI. - kerület - Gárdonyi - tér - az egész utca irányítószáma,1111
Budapest - II. - kerület - GárdonyiGéza - út - az egész utca irányítószáma,1026
Budapest - IV. - kerület - GárdonyiGéza - utca - az egész utca irányítószáma,1044
Budapest - XVIII. - kerület - GárdonyiGéza - utca - az egész utca irányítószáma,1183
Budapest - XIX. - kerület - GárdonyiGéza - utca - az egész utca irányítószáma,1193
Budapest - V. - kerület - Garibaldi - utca - az egész utca irányítószáma,1054
Budapest - V. - kerület - Garibaldi - köz - az egész utca irányítószáma,1054
Budapest - XVI. - kerület - Garmada - utca - az egész utca irányítószáma,1164
Budapest - XVI. - kerület - Gáspár - utca - 1 - 15,1161
Budapest - XVI. - kerület - Gáspár - utca - 2 - 14,1161
Budapest - XVI. - kerület - Gáspár - utca - az utca többi részének irányítószáma,1162
Budapest - IX. - kerület - Gát - utca - az egész utca irányítószáma,1095
Budapest - IX. - kerület - Gát - sétány - az egész utca irányítószáma,1095
Budapest - XVII. - kerület - Gátfutó - utca - az egész utca irányítószáma,1172
Budapest - II. - kerület - Gazda - köz - az egész utca irányítószáma,1028
